,location,total_sqft,bath,price,bhk
1367,Brookefield,1260.0,2.0,70.0,2
1368,Brookefield,1206.0,2.0,90.0,2
1369,Brookefield,3050.0,4.0,130.0,4
1370,Brookefield,1594.0,3.0,140.0,3
1371,Budigere,1153.0,2.0,56.4,2
1372,Budigere,1162.0,2.0,59.9,2
1373,Budigere,1991.0,4.0,103.0,3
1374,Budigere,1153.0,2.0,57.0,2
1375,Budigere,1162.0,2.0,57.0,2
1376,Budigere,1139.0,2.0,56.8,2
1377,Budigere,1139.0,2.0,56.85,2
1378,Budigere,1991.0,4.0,100.0,3
1379,Budigere,664.0,1.0,35.0,1
1380,Budigere,1820.0,3.0,93.0,3
1381,Budigere,1636.0,3.0,85.0,3
1382,Budigere,1444.0,2.0,70.0,2
1383,Budigere,1139.0,2.0,60.0,2
1384,Budigere,1820.0,3.0,85.5,3
1385,Budigere,1820.0,3.0,93.0,3
1386,Budigere,1820.0,3.0,85.4,3
1387,Budigere,1162.0,2.0,58.0,2
1388,Budigere,1636.0,3.0,85.0,3
1389,Budigere,1087.0,2.0,54.3,2
1390,Budigere,1820.0,3.0,89.0,3
1391,Budigere,664.0,1.0,35.4,1
1392,Budigere,1153.0,2.0,56.7,2
1393,Budigere,1820.0,3.0,85.0,3
1394,Budigere,1139.0,2.0,56.5,2
1395,Budigere,1636.0,3.0,83.0,3
1396,Budigere,664.0,1.0,34.0,1
1397,Budigere,1820.0,3.0,85.2,3
1398,Budigere,1162.0,2.0,58.0,2
1399,Budigere,1153.0,2.0,60.0,2
1400,Budigere,1820.0,3.0,99.0,3
1401,Budigere,1172.0,2.0,56.725,2
1402,Budigere,1590.0,3.0,76.16,3
1403,Budigere,1820.0,3.0,85.0,3
1404,Budigere,1820.0,3.0,95.0,3
1405,Budigere,1991.0,4.0,100.0,3
1406,Budigere,1820.0,3.0,95.5,3
1407,Budigere,1153.0,2.0,56.0,2
1408,Budigere,705.0,1.0,34.545,1
1409,Budigere,1153.0,2.0,56.5,2
1410,Budigere,1153.0,2.0,58.0,2
1411,Budigere,1636.0,3.0,88.0,3
1412,Budigere,1153.0,2.0,56.55,2
1413,Budigere,1153.0,2.0,56.5,2
1414,Budigere,1153.0,2.0,60.0,2
1415,CV Raman Nagar,1550.0,3.0,65.0,3
1416,CV Raman Nagar,1120.0,2.0,55.0,2
1417,CV Raman Nagar,1070.0,2.0,55.0,2
1418,CV Raman Nagar,740.0,2.0,37.0,2
1419,CV Raman Nagar,1028.0,2.0,49.0,2
1420,CV Raman Nagar,1392.0,2.0,98.0,2
1421,CV Raman Nagar,1070.0,2.0,47.5,2
1422,CV Raman Nagar,1825.0,3.0,126.0,3
1423,CV Raman Nagar,1025.0,2.0,50.0,2
1424,CV Raman Nagar,1525.0,2.0,67.0,3
1425,CV Raman Nagar,1198.0,2.0,60.0,2
1426,CV Raman Nagar,1560.0,2.0,85.0,2
1427,CV Raman Nagar,1590.0,2.0,85.0,3
1428,CV Raman Nagar,1100.0,2.0,58.0,2
1429,CV Raman Nagar,1051.0,2.0,61.0,2
1430,CV Raman Nagar,1435.0,2.0,60.0,3
1431,CV Raman Nagar,1020.0,2.0,55.0,2
1432,CV Raman Nagar,1285.0,2.0,65.0,2
1433,CV Raman Nagar,1040.0,2.0,50.0,2
1434,CV Raman Nagar,1392.0,2.0,95.0,2
1435,CV Raman Nagar,705.0,2.0,50.0,1
1436,CV Raman Nagar,1125.0,2.0,46.0,2
1437,CV Raman Nagar,1400.0,2.0,78.0,3
1438,CV Raman Nagar,1400.0,2.0,78.0,3
1439,CV Raman Nagar,907.0,2.0,38.0,2
1440,CV Raman Nagar,1480.0,3.0,65.0,3
1441,CV Raman Nagar,1310.0,2.0,62.0,2
1442,Chamrajpet,1475.0,2.0,120.0,3
1443,Chamrajpet,1900.0,2.0,170.0,4
1444,Chamrajpet,1350.0,2.0,180.0,2
1445,Chamrajpet,1050.0,2.0,162.0,2
1446,Chamrajpet,1660.4,4.0,211.0,4
1447,Chamrajpet,505.0,1.0,85.0,1
1448,Chamrajpet,1565.0,3.0,98.91,3
1449,Chamrajpet,730.0,1.0,52.0,2
1450,Chamrajpet,650.0,1.0,40.0,2
1451,Chamrajpet,650.0,2.0,45.0,2
1452,Chamrajpet,1650.0,3.0,115.0,3
1453,Chandapura,650.0,1.0,17.0,2
1454,Chandapura,645.0,1.0,16.45,1
1455,Chandapura,645.0,1.0,16.45,1
1456,Chandapura,800.0,1.0,20.0,2
1457,Chandapura,1015.0,2.0,25.88,2
1458,Chandapura,1208.0,3.0,45.0,3
1459,Chandapura,1190.0,2.0,30.35,3
1460,Chandapura,1200.0,2.0,32.0,2
1461,Chandapura,1025.0,2.0,27.68,2
1462,Chandapura,582.5,1.0,15.135,1
1463,Chandapura,1015.0,2.0,25.88,2
1464,Chandapura,1305.0,3.0,33.28,3
1465,Chandapura,1065.0,2.0,33.0,3
1466,Chandapura,850.0,2.0,25.4,2
1467,Chandapura,590.0,1.0,13.57,1
1468,Chandapura,645.0,1.0,16.45,1
1469,Chandapura,1185.0,2.0,30.22,3
1470,Chandapura,1015.0,2.0,25.88,2
1471,Chandapura,520.0,1.0,14.04,1
1472,Chandapura,1200.0,1.0,36.0,2
1473,Chandapura,975.0,2.0,24.86,2
1474,Chandapura,645.0,1.0,16.45,1
1475,Chandapura,985.0,2.0,25.12,2
1476,Chandapura,645.0,1.0,16.45,1
1477,Chandapura,975.0,2.0,24.86,2
1478,Chandapura,700.0,1.0,19.0,2
1479,Chandapura,1190.0,2.0,30.35,3
1480,Chandapura,1095.0,2.0,32.0,3
1481,Chandapura,1891.0,2.0,66.165,4
1482,Chandapura,1208.51,3.0,42.0,3
1483,Chandapura,876.0,2.0,29.5,2
1484,Chandapura,645.0,1.0,16.45,1
1485,Chandapura,1505.0,2.0,42.0,3
1486,Chandapura,1162.5,2.0,30.215,3
1487,Chandapura,645.0,1.0,16.45,1
1488,Chandapura,937.0,2.0,30.0,2
1489,Chandapura,1025.0,2.0,27.68,2
1490,Chandapura,975.0,2.0,24.86,2
1491,Chandapura,800.0,2.0,25.0,2
1492,Chandapura,645.0,1.0,16.45,1
1493,Chandapura,778.0,2.0,25.29,2
1494,Chandapura,1230.0,2.0,31.37,3
1495,Chandapura,950.0,2.0,25.65,2
1496,Chandapura,1200.0,2.0,36.0,2
1497,Chandapura,645.0,1.0,16.45,1
1498,Chandapura,1110.0,2.0,29.97,3
1499,Chandapura,674.0,1.0,19.9,2
1500,Chandapura,1225.0,3.0,33.08,3
1501,Chandapura,1305.0,3.0,33.28,3
1502,Chandapura,1230.0,2.0,31.37,3
1503,Chandapura,1110.0,2.0,29.97,3
1504,Chandapura,985.0,2.0,25.12,2
1505,Chandapura,750.0,1.0,18.5,2
1506,Chandapura,1025.0,2.0,27.68,2
1507,Chandapura,1190.0,2.0,30.35,3
1508,Chandapura,1015.0,2.0,25.88,2
1509,Chandapura,1345.0,2.0,39.5,3
1510,Chandapura,1033.0,2.0,30.47,3
1511,Chandapura,1015.0,2.0,25.88,2
1512,Chandapura,1185.0,2.0,30.22,3
1513,Chandapura,975.0,2.0,24.86,2
1514,Chandapura,520.0,1.0,14.04,1
1515,Chandapura,1230.0,2.0,31.37,3
1516,Chandapura,1305.0,3.0,33.28,3
1517,Chandapura,1323.0,2.0,42.0,3
1518,Chandapura,410.0,1.0,10.0,1
1519,Chandapura,985.0,2.0,25.12,2
1520,Chandapura,645.0,1.0,16.45,1
1521,Chandapura,645.0,1.0,16.45,1
1522,Chandapura,1200.0,2.0,36.0,2
1523,Chandapura,740.0,1.0,22.0,2
1524,Chandapura,876.0,2.0,28.47,2
1525,Chandapura,1095.0,2.0,28.0,3
1526,Chandapura,520.0,1.0,14.04,1
1527,Channasandra,1340.0,2.0,48.33,3
1528,Channasandra,1009.0,2.0,38.34,2
1529,Channasandra,1065.0,2.0,35.0,2
1530,Channasandra,1470.0,2.0,90.0,3
1531,Channasandra,1115.0,2.0,33.45,2
1532,Channasandra,1030.0,2.0,34.5,2
1533,Channasandra,4200.0,6.0,180.0,6
1534,Channasandra,1115.0,2.0,40.0,2
1535,Channasandra,1200.0,3.0,67.77,3
1536,Channasandra,1104.0,2.0,35.5,2
1537,Channasandra,1160.0,2.0,55.0,2
1538,Channasandra,1050.0,2.0,41.0,2
1539,Channasandra,1065.0,2.0,40.47,2
1540,Channasandra,1310.0,2.0,45.0,3
1541,Channasandra,1070.0,2.0,38.0,2
1542,Channasandra,1050.0,2.0,35.0,2
1543,Channasandra,1093.0,2.0,34.0,2
1544,Channasandra,808.0,2.0,40.0,2
1545,Channasandra,1010.0,2.0,36.0,2
1546,Channasandra,1123.0,2.0,36.0,2
1547,Channasandra,1000.0,2.0,35.0,2
1548,Channasandra,1500.0,4.0,89.45,4
1549,Channasandra,1330.0,2.0,51.83,3
1550,Channasandra,1093.0,2.0,37.0,2
1551,Channasandra,1115.0,2.0,35.8,2
1552,Channasandra,1500.0,3.0,61.95,3
1553,Channasandra,1800.0,3.0,60.0,3
1554,Channasandra,830.0,2.0,36.28,2
1555,Channasandra,1200.0,3.0,67.77,3
1556,Channasandra,1195.0,2.0,56.0,3
1557,Channasandra,1175.0,2.0,38.0,2
1558,Channasandra,1200.0,2.0,46.13,2
1559,Channasandra,1065.0,2.0,36.0,2
1560,Channasandra,1050.0,2.0,44.41,2
1561,Channasandra,1010.0,2.0,32.0,2
1562,Chikka Tirupathi,2600.0,5.0,120.0,4
1563,Chikka Tirupathi,2325.0,4.0,120.0,4
1564,Chikka Tirupathi,1808.0,4.0,80.27,3
1565,Chikka Tirupathi,3297.0,3.0,135.0,3
1566,Chikka Tirupathi,3500.0,5.0,150.0,4
1567,Chikka Tirupathi,2646.0,3.0,99.0,3
1568,Chikka Tirupathi,2704.0,5.0,105.0,4
1569,Chikka Tirupathi,2325.0,3.0,95.0,3
1570,Chikka Tirupathi,2325.0,4.0,120.0,4
1571,Chikka Tirupathi,3250.0,4.0,136.0,4
1572,Chikka Tirupathi,2665.0,5.0,125.0,4
1573,Chikkabanavar,950.0,2.0,40.0,2
1574,Chikkabanavar,1600.0,2.0,80.0,3
1575,Chikkabanavar,2460.0,7.0,80.0,4
1576,Chikkabanavar,2400.0,4.0,97.0,5
1577,Chikkabanavar,2000.0,4.0,65.0,5
1578,Chikkabanavar,1067.0,2.0,38.0,2
1579,Chikkabanavar,1320.0,2.0,46.0,3
1580,Chikkabanavar,4000.0,7.0,110.0,8
1581,Chikkalasandra,1290.0,2.0,56.12,3
1582,Chikkalasandra,1100.0,2.0,50.0,2
1583,Chikkalasandra,1208.0,2.0,49.0,2
1584,Chikkalasandra,1070.0,2.0,50.0,2
1585,Chikkalasandra,1230.0,2.0,48.0,2
1586,Chikkalasandra,1070.0,2.0,42.8,2
1587,Chikkalasandra,1310.0,2.0,52.4,3
1588,Chikkalasandra,1270.0,2.0,55.25,3
1589,Chikkalasandra,1075.0,2.0,46.76,2
1590,Chikkalasandra,1230.0,2.0,53.51,3
1591,Chikkalasandra,1290.0,2.0,56.12,3
1592,Chikkalasandra,1070.0,2.0,45.48,2
1593,Chikkalasandra,1100.0,2.0,50.0,2
1594,Chikkalasandra,1390.0,2.0,60.47,3
1595,Chikkalasandra,1265.0,2.0,53.12,3
1596,Chikkalasandra,1090.0,2.0,47.42,2
1597,Chikkalasandra,1355.0,3.0,54.2,3
1598,Chikkalasandra,1350.0,2.0,54.2,3
1599,Chikkalasandra,1325.0,2.0,59.0,2
1600,Chikkalasandra,1275.0,2.0,55.46,3
1601,Chikkalasandra,1425.0,1.0,54.0,3
1602,Choodasandra,1115.0,2.0,50.0,2
1603,Choodasandra,1300.0,2.0,57.0,2
1604,Choodasandra,1530.0,3.0,77.0,3
1605,Choodasandra,1220.0,3.0,56.0,3
1606,Choodasandra,1220.0,3.0,56.0,3
1607,Choodasandra,1197.0,2.0,63.0,2
1608,Choodasandra,1465.0,3.0,75.0,3
1609,Choodasandra,1115.0,2.0,50.0,2
1610,Choodasandra,1215.0,2.0,59.0,2
1611,Choodasandra,1254.0,2.0,65.0,3
1612,Choodasandra,1580.0,3.0,105.0,3
1613,Choodasandra,725.0,2.0,36.0,2
1614,Choodasandra,1220.0,3.0,56.0,3
1615,Choodasandra,1075.0,2.0,45.0,2
1616,Choodasandra,1180.0,2.0,71.22,2
1617,Choodasandra,1140.0,2.0,62.0,2
1618,Choodasandra,1220.0,3.0,56.0,3
1619,Choodasandra,1560.0,3.0,78.0,3
1620,Choodasandra,1065.0,2.0,46.0,2
1621,Choodasandra,1115.0,2.0,50.0,2
1622,Choodasandra,1220.0,3.0,56.0,3
1623,Choodasandra,1115.0,2.0,50.0,2
1624,Cooke Town,3950.0,4.0,450.0,4
1625,Cooke Town,2388.0,4.0,239.0,3
1626,Cooke Town,1710.0,2.0,200.0,2
1627,Cooke Town,1310.0,2.0,111.0,2
1628,Cooke Town,3900.0,5.0,415.0,4
1629,Cooke Town,2560.0,4.0,310.0,3
1630,Cooke Town,2600.0,3.0,375.0,3
1631,Cooke Town,1100.0,2.0,90.0,2
1632,Cooke Town,2300.0,3.0,250.0,3
1633,Cox Town,1975.0,3.0,150.0,3
1634,Cox Town,1650.0,3.0,100.0,3
1635,Cox Town,1730.0,3.0,140.0,3
1636,Cox Town,1600.0,3.0,150.0,3
1637,Cox Town,1250.0,2.0,95.0,2
1638,Cox Town,1280.0,2.0,120.0,2
1639,Cox Town,1073.0,2.0,72.0,2
1640,Cox Town,1000.0,2.0,58.0,2
1641,Cox Town,1200.0,2.0,140.0,2
1642,Cunningham Road,5270.0,4.0,1250.0,4
1643,Cunningham Road,3875.0,3.0,864.0,3
1644,Cunningham Road,3875.0,3.0,800.0,3
1645,Cunningham Road,3815.0,3.0,763.0,3
1646,Cunningham Road,2880.0,3.0,501.0,3
1647,Cunningham Road,3489.0,3.0,662.0,3
1648,Cunningham Road,4170.0,3.0,800.0,3
1649,Cunningham Road,5108.0,5.0,995.0,4
1650,Cunningham Road,2700.0,3.0,501.0,3
1651,Cunningham Road,7500.0,6.0,1800.0,4
1652,Cunningham Road,2880.0,3.0,560.0,3
1653,Dasanapura,708.0,2.0,37.0,2
1654,Dasanapura,708.0,1.0,40.0,2
1655,Dasanapura,965.0,2.0,42.5,2
1656,Dasanapura,1286.0,3.0,61.44,3
1657,Dasanapura,814.0,2.0,42.0,2
1658,Dasanapura,1163.0,2.0,65.0,2
1659,Dasanapura,1286.0,2.0,68.0,3
1660,Dasanapura,708.0,2.0,31.15,2
1661,Dasanapura,708.0,1.0,41.0,1
1662,Dasanapura,814.0,2.0,43.7,2
1663,Dasarahalli,1295.0,2.0,65.0,2
1664,Dasarahalli,1520.0,2.0,75.0,3
1665,Dasarahalli,1150.0,2.0,70.0,2
1666,Dasarahalli,2100.0,3.0,120.0,3
1667,Dasarahalli,1220.0,2.0,52.0,2
1668,Dasarahalli,1375.0,2.0,60.0,2
1669,Dasarahalli,1333.0,2.0,78.56,2
1670,Dasarahalli,1220.0,2.0,62.0,2
1671,Devanahalli,3210.0,2.0,192.0,4
1672,Devanahalli,1260.0,2.0,66.78,2
1673,Devanahalli,1282.0,2.0,68.52,3
1674,Devanahalli,1360.0,2.0,65.0,2
1675,Devanahalli,1630.0,2.0,74.82,3
1676,Devanahalli,1408.0,2.0,85.0,2
1677,Devanahalli,1010.0,2.0,51.0,2
1678,Devanahalli,1080.0,2.0,53.35,2
1679,Devanahalli,2400.0,5.0,100.0,5
1680,Devanahalli,1080.0,2.0,44.0,2
1681,Devanahalli,1282.0,2.0,52.43,3
1682,Devanahalli,1174.0,2.0,59.0,2
1683,Devanahalli,3752.5,2.0,177.115,2
1684,Devanahalli,658.0,1.0,34.0,1
1685,Devanahalli,658.0,1.0,26.91,1
1686,Devanahalli,698.5,1.0,28.57,1
1687,Devanahalli,1080.0,2.0,52.0,2
1688,Devanahalli,1700.0,3.0,88.2,3
1689,Devanahalli,1498.0,3.0,79.15,3
1690,Devanahalli,1466.0,3.0,77.59,3
1691,Devanahalli,775.0,1.0,39.0,1
1692,Devanahalli,1020.0,2.0,49.87,1
1693,Devanahalli,1045.0,2.0,48.0,2
1694,Devanahalli,1550.0,3.0,85.0,3
1695,Devanahalli,1200.0,2.0,55.08,3
1696,Devanahalli,1340.0,2.0,65.0,2
1697,Devanahalli,2125.0,3.0,107.0,3
1698,Devanahalli,1230.0,2.0,56.45,2
1699,Devanahalli,1360.0,2.0,62.425,2
1700,Devanahalli,658.0,1.0,26.91,1
1701,Devanahalli,1290.0,2.0,62.0,3
1702,Devanahalli,1010.0,2.0,58.0,2
1703,Devanahalli,1466.0,3.0,59.96,3
1704,Devanahalli,1520.0,2.0,69.76,3
1705,Devanahalli,1075.0,2.0,52.57,1
1706,Devarachikkanahalli,1250.0,2.0,44.0,3
1707,Devarachikkanahalli,1250.0,2.0,40.0,2
1708,Devarachikkanahalli,1200.0,2.0,83.0,2
1709,Devarachikkanahalli,1170.0,2.0,40.0,2
1710,Devarachikkanahalli,615.0,1.0,24.0,1
1711,Devarachikkanahalli,1230.0,2.0,58.0,2
1712,Devarachikkanahalli,1425.0,2.0,65.0,3
1713,Devarachikkanahalli,947.0,2.0,43.0,2
1714,Devarachikkanahalli,1130.0,2.0,36.0,2
1715,Devarachikkanahalli,1417.0,2.0,76.0,3
1716,Devarachikkanahalli,1230.0,2.0,58.0,2
1717,Devarachikkanahalli,1705.0,3.0,75.0,3
1718,Devarachikkanahalli,1116.0,2.0,47.0,2
1719,Devarachikkanahalli,991.0,2.0,40.0,2
1720,Devarachikkanahalli,1700.0,3.0,71.0,3
1721,Dodda Nekkundi,1260.0,2.0,55.0,2
1722,Dodda Nekkundi,850.0,2.0,28.0,2
1723,Dodda Nekkundi,1390.0,2.0,60.0,2
1724,Dodda Nekkundi,1804.0,3.0,121.0,3
1725,Dodda Nekkundi,1080.0,2.0,50.0,2
1726,Dodda Nekkundi,1999.0,3.0,132.0,3
1727,Dodda Nekkundi,1100.0,2.0,48.0,2
1728,Dodda Nekkundi,1999.0,3.0,135.0,3
1729,Dodda Nekkundi,1100.0,2.0,41.15,2
1730,Dodda Nekkundi,1252.0,2.0,71.0,3
1731,Dodda Nekkundi,1155.0,2.0,46.0,2
1732,Dodda Nekkundi,1128.0,2.0,45.0,2
1733,Dodda Nekkundi,1148.0,2.0,56.0,2
1734,Dodda Nekkundi,1435.0,3.0,57.2,3
1735,Dodda Nekkundi,1145.0,2.0,46.5,2
1736,Dodda Nekkundi,1829.0,3.0,125.0,3
1737,Dodda Nekkundi,1100.0,2.0,41.16,2
1738,Dodda Nekkundi,1100.0,2.0,46.75,2
1739,Dodda Nekkundi,1315.0,2.0,50.0,2
1740,Dodda Nekkundi,1135.0,2.0,58.0,2
1741,Dodda Nekkundi,1100.0,2.0,41.18,2
1742,Dodda Nekkundi,1370.0,2.0,60.0,2
1743,Dodda Nekkundi,1200.0,2.0,71.0,2
1744,Dodda Nekkundi,1585.0,2.0,79.0,3
1745,Dodda Nekkundi,1005.0,2.0,45.0,2
1746,Dodda Nekkundi,1264.0,2.0,52.0,2
1747,Doddaballapur,1690.0,3.0,80.0,4
1748,Doddaballapur,4200.0,4.0,325.0,4
1749,Doddaballapur,3876.0,3.0,300.0,3
1750,Doddaballapur,2776.0,4.0,195.0,3
1751,Doddaballapur,2440.0,3.0,142.0,3
1752,Doddaballapur,2400.0,3.0,200.0,4
1753,Doddaballapur,654.0,1.0,49.0,1
1754,Doddaballapur,3206.0,5.0,270.0,4
1755,Doddakallasandra,1010.0,2.0,40.39,2
1756,Doddakallasandra,1360.0,2.0,54.39,3
1757,Doddakallasandra,1460.0,2.0,58.39,3
1758,Doddakallasandra,1360.0,2.0,54.4,3
1759,Doddakallasandra,1425.0,2.0,56.99,3
1760,Doddakallasandra,1010.0,2.0,40.39,2
1761,Doddakallasandra,1072.0,2.0,42.87,2
1762,Doddakallasandra,1010.0,2.0,40.4,2
1763,Doddakallasandra,1010.0,2.0,41.0,2
1764,Doddakallasandra,1072.0,2.0,42.87,2
1765,Doddathoguru,970.0,2.0,33.0,2
1766,Doddathoguru,1050.0,2.0,32.0,2
1767,Doddathoguru,850.0,2.0,25.0,2
1768,Doddathoguru,1030.0,2.0,42.0,2
1769,Doddathoguru,1549.0,3.0,65.0,3
1770,Doddathoguru,1875.0,3.0,55.0,3
1771,Doddathoguru,550.0,1.0,17.0,1
1772,Doddathoguru,1015.0,2.0,33.5,2
1773,Doddathoguru,1104.0,2.0,39.0,2
1774,Doddathoguru,915.0,2.0,32.0,2
1775,Doddathoguru,750.0,1.0,25.5,1
1776,Doddathoguru,1595.0,3.0,62.0,3
1777,Doddathoguru,855.0,2.0,32.0,2
1778,Doddathoguru,1105.0,2.0,50.0,2
1779,Doddathoguru,925.0,2.0,30.0,2
1780,Doddathoguru,1300.0,2.0,42.0,3
1781,Doddathoguru,1208.0,3.0,45.0,3
1782,Doddathoguru,1100.0,2.0,50.0,2
1783,Doddathoguru,940.0,2.0,32.9,2
1784,Doddathoguru,1382.0,3.0,65.0,3
1785,Doddathoguru,1107.0,2.0,44.0,2
1786,Doddathoguru,907.0,2.0,40.0,2
1787,Doddathoguru,1783.0,3.0,85.0,3
1788,Doddathoguru,550.0,1.0,17.0,1
1789,Domlur,1540.0,3.0,90.0,3
1790,Domlur,1875.0,2.0,150.0,3
1791,Domlur,1429.0,3.0,86.0,3
1792,Domlur,640.0,1.0,55.0,1
1793,Domlur,1050.0,2.0,85.0,2
1794,Domlur,1800.0,3.0,150.0,3
1795,Domlur,1720.0,3.0,135.0,3
1796,Domlur,1950.0,3.0,165.0,3
1797,Domlur,2180.0,3.0,285.0,3
1798,Domlur,650.0,1.0,70.0,1
1799,Domlur,780.0,1.0,70.0,1
1800,Domlur,2180.0,3.0,285.0,3
1801,Domlur,1740.0,3.0,120.0,3
1802,Domlur,1695.0,3.0,125.0,3
1803,Domlur,1246.0,2.0,95.0,2
1804,Domlur,2100.0,3.0,145.0,3
1805,Domlur,1276.0,2.0,80.0,2
1806,Domlur,1850.0,3.0,180.0,3
1807,Domlur,2955.0,3.0,235.0,3
1808,Domlur,1650.0,3.0,180.0,3
1809,Dommasandra,805.0,2.0,22.14,2
1810,Dommasandra,1033.0,2.0,31.5,3
1811,Dommasandra,1153.0,2.0,43.5,2
1812,Dommasandra,1500.0,2.0,40.0,2
1813,Dommasandra,850.0,2.0,25.4,2
1814,Dommasandra,674.0,1.0,19.9,2
1815,Dommasandra,999.0,2.0,32.9,2
1816,EPIP Zone,1499.0,5.0,102.0,3
1817,EPIP Zone,1285.0,2.0,82.0,2
1818,EPIP Zone,2330.0,3.0,162.0,3
1819,EPIP Zone,1330.0,2.0,92.5,2
1820,EPIP Zone,1330.0,2.0,86.98,2
1821,EPIP Zone,1330.0,2.0,93.36,2
1822,EPIP Zone,3035.0,5.0,200.0,4
1823,EPIP Zone,1500.0,3.0,102.0,3
1824,EPIP Zone,1280.0,2.0,69.0,2
1825,EPIP Zone,1125.0,2.0,65.0,2
1826,EPIP Zone,1734.0,3.0,125.0,3
1827,EPIP Zone,3360.0,5.0,225.0,4
1828,EPIP Zone,1343.0,2.0,86.0,2
1829,EPIP Zone,2350.0,4.0,163.0,3
1830,EPIP Zone,1860.0,3.0,130.0,3
1831,EPIP Zone,2210.0,3.0,165.0,3
1832,EPIP Zone,2710.0,3.0,177.0,3
1833,EPIP Zone,3360.0,5.0,221.0,4
1834,Electronic City,660.0,1.0,23.1,2
1835,Electronic City,1025.0,2.0,47.0,3
1836,Electronic City,1000.0,2.0,28.88,2
1837,Electronic City,1530.0,2.0,45.9,3
1838,Electronic City,1500.0,2.0,64.5,3
1839,Electronic City,1060.0,2.0,60.0,2
1840,Electronic City,1152.0,2.0,64.5,2
1841,Electronic City,1350.0,2.0,56.0,3
1842,Electronic City,770.0,1.0,36.0,2
1843,Electronic City,1070.0,2.0,52.0,2
1844,Electronic City,1025.0,2.0,46.0,2
1845,Electronic City,589.0,1.0,27.0,1
1846,Electronic City,1100.0,2.0,42.0,2
1847,Electronic City,910.0,2.0,40.0,2
1848,Electronic City,1108.0,2.0,63.0,2
1849,Electronic City,1128.0,2.0,65.0,2
1850,Electronic City,1800.0,3.0,95.0,3
1851,Electronic City,630.0,1.0,34.65,1
1852,Electronic City,1128.0,2.0,63.0,2
1853,Electronic City,1599.0,3.0,99.0,3
1854,Electronic City,1125.0,2.0,32.49,2
1855,Electronic City,1094.0,2.0,42.0,2
1856,Electronic City,1070.0,2.0,55.0,2
1857,Electronic City,940.0,2.0,41.0,2
1858,Electronic City,1320.0,2.0,38.13,3
1859,Electronic City,1128.0,2.0,68.75,2
1860,Electronic City,1342.0,2.0,73.3,2
1861,Electronic City,1360.0,2.0,71.0,3
1862,Electronic City,880.0,2.0,29.0,2
1863,Electronic City,1265.0,2.0,56.93,2
1864,Electronic City,1691.0,2.0,102.0,3
1865,Electronic City,1128.0,2.0,65.49,2
1866,Electronic City,1620.0,3.0,62.0,3
1867,Electronic City,710.0,2.0,16.0,2
1868,Electronic City,1070.0,2.0,56.1,2
1869,Electronic City,2000.0,4.0,120.0,4
1870,Electronic City,890.0,2.0,45.0,2
1871,Electronic City,1128.0,2.0,65.65,2
1872,Electronic City,865.0,2.0,42.0,2
1873,Electronic City,1130.0,2.0,32.64,2
1874,Electronic City,910.0,2.0,42.0,2
1875,Electronic City,975.0,2.0,37.5,2
1876,Electronic City,1360.0,2.0,75.0,3
1877,Electronic City,770.0,1.0,40.0,2
1878,Electronic City,1128.0,2.0,64.0,2
1879,Electronic City,1070.0,2.0,54.0,2
1880,Electronic City,1025.0,2.0,29.6,2
1881,Electronic City,1571.0,3.0,89.0,3
1882,Electronic City,1111.0,3.0,50.0,3
1883,Electronic City,870.0,2.0,39.5,2
1884,Electronic City,921.0,2.0,34.0,2
1885,Electronic City,1374.0,2.0,72.0,3
1886,Electronic City,1100.0,2.0,45.0,2
1887,Electronic City,1128.0,2.0,65.35,2
1888,Electronic City,1128.0,2.0,65.0,2
1889,Electronic City,755.0,1.0,34.0,2
1890,Electronic City,1220.0,2.0,35.24,3
1891,Electronic City,4000.0,5.0,150.0,4
1892,Electronic City,1100.0,2.0,40.0,2
1893,Electronic City,1563.0,3.0,91.84,3
1894,Electronic City,1652.0,3.0,70.0,3
1895,Electronic City,1000.0,2.0,22.0,2
1896,Electronic City,1025.0,2.0,54.5,2
1897,Electronic City,1070.0,2.0,46.0,2
1898,Electronic City,1350.0,3.0,58.0,3
1899,Electronic City,1000.0,2.0,25.0,2
1900,Electronic City,1020.0,2.0,29.46,2
1901,Electronic City,1700.0,3.0,75.0,3
1902,Electronic City,1400.0,2.0,48.0,3
1903,Electronic City,1128.0,2.0,68.0,2
1904,Electronic City,700.0,1.0,35.0,1
1905,Electronic City,1360.0,2.0,70.5,3
1906,Electronic City,1150.0,2.0,38.0,2
1907,Electronic City,1571.0,3.0,105.0,3
1908,Electronic City,1090.0,2.0,31.49,2
1909,Electronic City,1089.0,2.0,45.0,2
1910,Electronic City,1110.0,2.0,40.0,2
1911,Electronic City,1600.0,3.0,104.0,3
1912,Electronic City,1130.0,2.0,32.63,2
1913,Electronic City,1500.0,2.0,100.0,3
1914,Electronic City,1440.0,2.0,55.0,3
1915,Electronic City,1156.0,2.0,44.0,3
1916,Electronic City,1400.0,2.0,40.44,3
1917,Electronic City,1152.0,2.0,65.0,2
1918,Electronic City,1070.0,2.0,60.0,2
1919,Electronic City,1128.0,2.0,65.5,2
1920,Electronic City,1200.0,2.0,59.0,2
1921,Electronic City,1152.0,2.0,65.75,2
1922,Electronic City,1225.0,3.0,45.03,3
1923,Electronic City,1070.0,2.0,55.0,2
1924,Electronic City,1060.0,2.0,58.0,2
1925,Electronic City,1025.0,2.0,54.1,2
